證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"8011","台通","2941611","53328655","18.00","18.35","17.85","17.95","-0.0500","988"
"8016","矽創","480031","65720497","138.00","138.00","136.00","136.50","-1.0000","384"
"8021","尖點","2305582","59692839","25.95","26.15","25.75","25.90","0.2000","1275"
"8028","昇陽半導體","3332482","169115359","49.60","51.90","49.50","51.40","2.2000","2363"
"8033","雷虎","289641","3176221","11.00","11.05","10.90","10.95","-0.0500","133"
"8039","台虹","1940686","109685441","56.50","57.00","56.00","56.50","0.5000","1045"
"8046","南電","8918596","1220707264","136.50","138.50","135.00","138.00","1.5000","5558"
"8070","長華*","9619813","229764316","23.30","24.25","23.30","24.05","0.8500","4241"
"8072","陞泰","160324","4527500","27.60","28.65","27.60","28.50","0.8000","118"
"8081","致新","622660","99582928","160.00","161.50","158.50","160.50","0.5000","453"
"8101","華冠","221318","945848","4.30","4.38","4.20","4.30","0.0500","88"
"8103","瀚荃","1101051","35041818","32.10","32.40","31.50","31.80","-0.3000","734"
"8104","錸寶","1383290","70257474","50.00","51.60","49.80","50.80","1.2000","1009"
"8105","凌巨","676488","7012873","10.30","10.40","10.30","10.35","0.1000","235"
"8110","華東","7987771","90409320","11.30","11.45","11.15","11.25","0.1000","2021"
"8112","至上","1597982","49634989","31.05","31.15","31.00","31.10","0.1000","689"
"8114","振樺電","59361","4701883","79.70","79.80","79.00","79.10","-0.4000","70"
"8131","福懋科","439350","15848095","36.30","36.30","36.00","36.10","-0.0500","184"
"8150","南茂","3576357","107851228","30.50","30.50","29.95","30.20","-0.1500","1728"
"8163","達方","3491710","148185570","42.40","42.80","41.80","42.50","0.0000","2018"
"8201","無敵","142244","1333817","9.40","9.40","9.26","9.40","0.1700","37"
"8210","勤誠","292476","25078939","86.00","86.40","85.50","85.50","-0.5000","272"
"8213","志超","2488917","111224579","44.55","44.80","44.50","44.60","0.2000","1263"
"8215","明基材","4852419","119615391","24.60","24.80","24.50","24.60","0.2000","2185"
"8222","寶一","139514","1858112","13.35","13.60","13.25","13.30","-0.1000","114"
"8249","菱光","285485","5245508","18.45","18.45","18.30","18.40","-0.0500","141"
"8261","富鼎","6518346","271209792","40.75","42.40","40.50","42.15","1.4500","3692"
"8271","宇瞻","894883","33276929","36.90","37.40","36.85","37.20","0.3000","610"
"8341","日友","136399","30591555","223.50","225.00","223.50","223.50","-2.5000","537"
"8367","建新國際","62301","1636127","26.50","26.70","26.10","26.50","0.2000","42"
"8374","羅昇","131341","3258079","25.30","25.30","24.60","24.60","-0.3500","82"
"8404","百和興業-KY","182246","5315888","29.15","29.30","29.00","29.15","0.1000","123"
"8411","福貞-KY","346187","5109707","15.00","15.05","14.45","14.95","-0.0500","248"
"8422","可寧衛","165969","27006966","162.50","163.50","161.50","162.00","-0.5000","207"
"8427","基勝-KY","","","","","","","0.0000",""
"8429","金麗-KY","428754","3725358","8.84","8.84","8.58","8.59","-0.1400","254"
"8442","威宏-KY","36000","1638200","45.05","45.90","45.05","45.85","0.4500","15"
"8443","阿瘦","15460","160091","10.35","10.40","10.35","10.40","0.0500","41"
"8454","富邦媒","297431","200912553","678.00","680.00","673.00","676.00","-8.0000","416"
"8462","柏文","80528","13149950","163.50","164.00","163.00","163.00","-0.5000","107"
"8463","潤泰材","69300","2548135","36.80","36.85","36.70","36.80","-0.0500","32"
"8464","億豐","807760","275335440","339.50","349.00","333.50","342.00","2.5000","642"
"8466","美吉吉-KY","21000","1327200","63.50","63.50","63.10","63.30","-0.2000","11"
"8467","波力-KY","4000","195200","48.80","48.80","48.80","48.80","0.1000","2"
"8473","山林水","22962","970170","42.30","42.30","42.15","42.30","0.0000","23"
"8478","東哥遊艇","359242","22021923","61.50","62.00","60.60","61.50","1.0000","244"
"8480","泰昇-KY","62000","7442500","120.50","120.50","119.50","120.00","-1.0000","49"
"8481","政伸","15000","1089100","72.70","72.90","72.50","72.60","-0.8000","14"
"8482","商億-KY","123000","12617500","102.50","104.00","102.00","103.50","0.0000","37"
"8488","吉源-KY","49000","698850","14.10","14.45","14.10","14.30","0.2000","25"
"8499","鼎炫-KY","485203","78029545","158.00","162.00","158.00","160.00","2.0000","406"
"8926","台汽電","970459","37963774","39.35","39.55","38.90","39.00","-0.2000","562"
"8940","新天地","23473","238958","10.25","10.25","10.15","10.20","-0.0500","78"
"8996","高力","338047","18493174","55.00","55.20","54.40","54.70","-0.3000","276"
"9103","美德醫療-DR","4518174","126970321","28.80","28.80","27.20","28.05","-0.2500","2570"
"910322","康師傅-DR","8000","207350","25.90","26.10","25.80","25.80","-0.1000","6"
"9105","泰金寶-DR","8326148","40378995","4.87","4.97","4.76","4.84","-0.0200","2220"
"910861","神州-DR","1004000","10881250","10.90","10.95","10.80","10.80","-0.1000","197"
"9110","越南控-DR","2101000","7949790","3.86","3.87","3.70","3.76","-0.1600","531"
"911608","明輝-DR","1178000","5755430","4.80","5.09","4.80","4.89","0.1400","408"
"911616","杜康-DR","1032920","2371832","2.34","2.34","2.27","2.28","0.0200","215"
"911622","泰聚亨-DR","363000","1565470","4.31","4.36","4.29","4.31","-0.0200","131"
"911868","同方友友-DR","3382587","7083284","2.14","2.14","2.06","2.06","0.0000","438"
"912000","晨訊科-DR","11506350","46202685","4.00","4.13","3.92","3.98","0.0600","1895"
"912398","友佳-DR","2214190","10920185","4.98","5.06","4.81","4.81","-0.0800","538"
"9136","巨騰-DR","2020000","21101300","10.50","10.80","10.05","10.65","0.2000","500"
"9188","精熙-DR","1140000","4111550","3.64","3.67","3.55","3.58","0.0300","234"
"9802","鈺齊-KY","464901","59017913","128.00","128.50","126.00","127.00","-1.0000","367"
"9902","台火","227405","2231197","9.83","9.86","9.79","9.81","-0.0100","57"
"9904","寶成","29616738","934499853","31.20","31.95","30.70","31.90","0.9000","12383"
"9905","大華","73655","1680548","22.85","22.90","22.75","22.80","-0.0500","42"
"9906","欣巴巴","41108","1581236","39.00","39.00","38.30","38.60","-0.3500","25"
"9907","統一實","1175131","13053584","11.10","11.15","11.05","11.15","0.0500","418"
"9908","大台北","114383","3623314","31.60","31.70","31.60","31.70","0.2000","61"
"9910","豐泰","1967943","381849795","192.50","197.00","190.00","196.00","3.0000","1453"
"9911","櫻花","116089","5952131","51.60","51.60","50.90","51.50","0.1000","94"
"9912","偉聯","28675","206820","7.22","7.23","7.15","7.22","0.0400","46"
"9914","美利達","972349","242104579","250.50","252.00","248.00","248.00","-1.0000","804"
"9917","中保科","160573","14397340","89.60","89.90","89.40","89.70","0.1000","136"
"9918","欣天然","13709","497249","36.55","36.55","36.00","36.50","0.0000","22"
"9919","康那香","2511469","92034654","36.90","37.15","36.50","36.65","-0.2000","1432"
"9921","巨大","697376","199157398","285.00","287.50","283.50","286.00","2.5000","633"
"9924","福興","157117","7051248","45.00","45.15","44.70","44.85","-0.0500","106"
"9925","新保","92078","3411050","37.05","37.10","37.00","37.10","0.0500","71"
"9926","新海","16467","737249","44.80","45.00","44.40","44.75","0.1500","22"
"9927","泰銘","259171","7589430","29.15","29.50","28.95","29.45","0.5000","155"
"9928","中視","42855","218274","5.30","5.30","5.00","5.10","-0.0200","18"
"9929","秋雨","32693","418062","12.85","12.85","12.70","12.85","0.0000","30"
"9930","中聯資源","77539","3481341","44.90","45.00","44.80","44.95","0.1000","75"
"9931","欣高","5100","209550","41.15","41.30","41.00","41.00","-0.1500","9"
"9933","中鼎","990640","39187952","39.85","39.85","39.40","39.45","-0.3000","710"
"9934","成霖","488605","7582028","15.60","15.60","15.45","15.45","-0.1000","170"
"9935","慶豐富","533252","17436751","33.30","33.30","32.55","32.65","-0.2000","277"
"9937","全國","19930","978387","48.95","49.25","48.90","49.25","-0.5500","21"
"9938","百和","1470196","111495515","75.80","76.30","75.30","75.40","-0.1000","929"
"9939","宏全","351107","21001098","59.90","59.90","59.60","59.90","0.0000","235"
"9940","信義","164087","4870187","29.80","29.90","29.60","29.70","-0.1000","110"
"9941","裕融","664039","66485457","100.00","101.00","99.90","100.50","0.5000","498"
"9941A","裕融甲特","5167","265779","51.70","51.70","51.30","51.60","0.0000","9"
"9942","茂順","85952","5705543","66.30","66.50","65.80","66.40","-0.1000","50"
"9943","好樂迪","70631","4497604","63.60","64.00","63.50","63.50","-0.1000","82"
"9944","新麗","211107","4589282","21.60","21.90","21.60","21.75","0.2500","103"
"9945","潤泰新","4920606","203201968","41.50","41.60","41.15","41.40","0.0000","2516"
"9946","三發地產","529000","9118223","17.40","17.40","17.00","17.30","-0.0500","269"
"9955","佳龍","103050","1901370","18.40","18.50","18.40","18.40","0.0000","81"
"9958","世紀鋼","5509582","679224555","126.00","126.50","122.00","123.50","-2.5000","3809"
